Source,Target,Type,Weight,Category
396d4493bc03b03a3c67f2f21923d78e12ebd9ea18e512dec2862248f316c047043e3aac4a42617b792355e6717e8c80976c13e165f5b469293fbfb199789a26,a8b765d9d64c173b527b19399d8071b2476bc8aa345827e0da4c7b7ddf7996876fa52fecaefaede23d41d6a43cbcde7efce40b55791eea8db599e6dd21253d73,part_of_document,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,86f9a489-361b-4f66-88f6-ea5c70d33da5,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,4c3cdb1b-6a3d-4e48-87ad-208603a0868f,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,09414cde-d037-428a-b8d4-4048bca9e824,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,ae65c09e-a7e6-4c1f-9366-dbf229cb329e,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,bd25df2d-6189-45da-bc8e-ecf6de9c948f,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,f82d983b-5520-4646-ba0b-fc2eaea4b6a7,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,fa7794a8-34f6-49eb-ba17-a004be458f21,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,fc4dda1f-e0e8-474d-a900-d8644cb24d3c,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,2756bddf-97b6-488e-9b21-8b0f61cfd486,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,c9a98fd9-9acb-4619-befc-ed6687cefde8,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,d13c12fa-c9bb-4408-9cea-e296ea76136a,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,8ccc78fa-a172-4647-aa1b-13d1e7ea07fd,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,6620ac3c-5f35-46e3-9ea1-1378da7d5c49,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,32db09be-43d6-4bc4-954c-1baf9124c7dd,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,8290b16c-c8a1-41f0-8aff-cc4bb42e9e0a,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,ecc4fe39-571d-4e01-971a-629d88855aed,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,3d869f7f-fd6c-41e0-bda5-3936581581fe,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,06faf6dd-f361-46d8-af0c-81ff7119f6f6,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,8c0f0c27-f99d-4d01-917b-58a4eab2be57,contains_entity,1,chunk_contains
bbe8cc0a3582f78a592dbe4ca6182ef0f45238da414aace836b7a45bbdb69d7217f45bfb8fc59200e3e25c262cfba323e4aff9f4c15e4e7cd0fbcbe4ba8cfc26,a8b765d9d64c173b527b19399d8071b2476bc8aa345827e0da4c7b7ddf7996876fa52fecaefaede23d41d6a43cbcde7efce40b55791eea8db599e6dd21253d73,part_of_document,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,4c3cdb1b-6a3d-4e48-87ad-208603a0868f,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,4d0dc508-15a9-4674-a335-8e5c33a0b326,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,44425780-4866-4da3-b38e-f87945589ea3,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,03aee123-00c8-42c4-87cb-78790e83993b,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,a09874e5-bb7c-4ce8-a935-44a6546f179a,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,d1eb09a8-4eb5-4398-a751-b3052ec7ec51,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,abba39f3-053c-4015-9f79-e01a3d769421,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,f574b0a6-989f-41d5-9865-98f30ba6bbaa,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,ee062bdf-163a-40fd-aaa5-733c539ea7ca,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,79a1d756-ad4e-4c15-ae42-7852cb62bfa4,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,f1a11209-b1b6-4055-b45a-c39a375200c6,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,b855774a-4c88-46c3-88d4-b7c7efd18567,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,4f45d61d-8a78-4f15-9bcc-6ff028a47d45,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,7a86bcf5-8675-4c59-90ca-70f5706fb222,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,463f85c9-b946-45b4-9946-0bbe7f7f80c7,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,9c07c951-b91e-4390-bf68-14cfb5f4f07b,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,c6ef1379-bd20-48f2-8d49-dc4d30a1b709,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,3fc800e2-3cc5-4bce-ab0e-a4eb5d1bce31,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,cbbdb496-a05c-4f50-a25f-ca5ff0f529e3,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,92be0b76-efa4-4998-b6db-cbc9fc5246cf,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,6b7d1125-c038-4291-ab91-edc0424c6693,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,78921bc5-0869-48c9-85b4-f75f4ed07c6f,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,0ac1efb6-ba16-430a-8c7a-fc7e151e7487,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,844688dd-672e-4906-84d7-90e403859f75,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,6e54fd98-7404-4419-bec2-adeedb163710,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,3f059b6c-f8ce-4654-98c0-dee074f40063,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,c4dfe36f-64c9-47fa-a79d-947fda782d70,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,55c7b76e-c801-42c0-8afe-7e83eb4e227b,contains_entity,1,chunk_contains
5ef937c334d721f4acad1364d6210a9d598913b4d4faf2f2d41cc2b4c01cfd27cba25d739cbf6a035fad7d3a8a23a43137ad8dbdf1d72fdf339cf318565a34ce,a8b765d9d64c173b527b19399d8071b2476bc8aa345827e0da4c7b7ddf7996876fa52fecaefaede23d41d6a43cbcde7efce40b55791eea8db599e6dd21253d73,part_of_document,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,d47d6d55-f1bf-41e3-b578-3f15cf70fec4,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,b745cafe-a2da-4436-9fd2-6b25a879667d,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,96e9da05-2bb6-4e4d-ba7b-71b783bc70b2,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,03aee123-00c8-42c4-87cb-78790e83993b,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,79a1d756-ad4e-4c15-ae42-7852cb62bfa4,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,f1a11209-b1b6-4055-b45a-c39a375200c6,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,b855774a-4c88-46c3-88d4-b7c7efd18567,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,4f45d61d-8a78-4f15-9bcc-6ff028a47d45,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,7a86bcf5-8675-4c59-90ca-70f5706fb222,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,2168505e-34c8-489a-80a9-15135bc16112,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,a0c57b03-21a9-4c2c-8725-84d8d0eb48d5,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,34e51e24-0709-4ca6-bb71-e2675ce7de91,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,9e39403d-c61f-409e-aaf5-45810acd1635,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,67a1f9bd-511f-4100-b7a0-d471bdda0c4a,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,321cc8e3-f89f-498e-83c0-2a118685734b,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,199780e7-21d4-4cca-951c-22deb4ca0d8d,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,4e40cf73-d807-43fc-87d4-db08b507207c,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,2e143d23-118a-43a5-8eda-a6176c23a18e,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,897b24bd-c499-488e-9377-73ec92aa4fea,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,2b1f7a8f-546e-4a79-b0fb-2ed4d14bf390,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,3636c337-acf6-48c2-8850-f2dc84d209b8,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,f3e96095-441b-4233-8280-0baf6ed61439,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,41596eb4-641f-4449-baac-9558c8958d7d,contains_entity,1,chunk_contains
d8ff988e51c6320da4edd940a04a155228a3a29f5b45af8fb8e6438aee0d75d16714f4a4d70b4633bac54f387339c0b431d041bf6ae98235b3200a85a24ccbef,a8b765d9d64c173b527b19399d8071b2476bc8aa345827e0da4c7b7ddf7996876fa52fecaefaede23d41d6a43cbcde7efce40b55791eea8db599e6dd21253d73,part_of_document,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,1a0fd8e3-7161-4cf7-9349-801984a76324,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,2168505e-34c8-489a-80a9-15135bc16112,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,ab4c5fcf-9896-41c1-9170-e42ca111c9cb,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,2aebd45c-a49a-4c84-8295-0dd8cdec41ab,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,b8015594-2fe1-4e4a-ad48-efaa79c0c19b,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,7a6064d7-20a9-4da5-b92b-7f9c6c786716,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,1a7bbcb6-ea9c-4c9b-bfdf-03d597b5cd49,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,41c7549c-9648-4e68-9ccb-b86bd51e0f38,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,8c623d6e-8383-4f58-9880-a3bd2ce6a2ca,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,2e313197-b18d-4f4e-ab82-ceaf166a16d4,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,a269b5c5-f5ad-4e0c-a832-29ff62915ab1,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,caef1d92-cb77-4179-98d4-96e3a8af440b,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,adf9498e-c8b4-4a01-ae02-dce170ffbc32,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,1c9780c3-0739-4f6d-8a39-ef560ffbd6e2,contains_entity,1,chunk_contains
3e3be07612fb26940ca29eb89696afb65f35ebfc07e845799df3c85d7a98ba3157a0b9ff463a3d0132a00dede32e035076dd4f9269194e031681037b7d57cbaa,a8b765d9d64c173b527b19399d8071b2476bc8aa345827e0da4c7b7ddf7996876fa52fecaefaede23d41d6a43cbcde7efce40b55791eea8db599e6dd21253d73,part_of_document,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,1a0fd8e3-7161-4cf7-9349-801984a76324,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,89e5473e-92b2-4beb-b8d4-b417378c3cc6,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,4c3cdb1b-6a3d-4e48-87ad-208603a0868f,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,2168505e-34c8-489a-80a9-15135bc16112,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,1c9780c3-0739-4f6d-8a39-ef560ffbd6e2,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,05cdf341-25d4-4d8f-8307-e86aa0655aee,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,dcb514cd-be62-43f6-9107-3e403310bbfe,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,3efaa673-562a-4941-bac8-41fc871c0c48,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,5372af22-ea84-4cef-9be8-5596e3e93c22,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,4e492e86-164b-49cf-b569-514bd4c6113f,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,ff8571bc-8b48-41b7-bb72-371c2ff38721,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,6c8d1914-8dff-4bb0-b44c-ce1652d7b72c,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,ac3a847d-6b04-4c71-a6aa-ee9dfcf560ec,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,695dcc7d-44a7-4e22-a739-2ae8812698d7,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,e824e924-a6c7-48cc-bfdc-25b97bb445a2,contains_entity,1,chunk_contains
d143ab5c6f2a538e54720bdc2ae80a015cce089a63d4c7f12619ae642eda3c739d2fc658a938614c381f84a363055da78b699bbb31aa55668aea66b21e4805bc,df98d983-bdc5-47a3-b4d2-601963f7b395,contains_entity,1,chunk_contains
