Id,Label,Category,Type,Weight
c23c5d8a-b9a5-4ad3-841c-1b11f434d13a,JINLIU PAN,entity,PERSON,1
e0de9043-2c78-4962-b91e-62686de910dd,YUXI BI,entity,PERSON,1
bcc9b5d5-3250-4b44-bcf7-ee8959f7026f,YI DAI,entity,PERSON,1
9176efcb-bdd4-44c0-b047-81698ef2a2a3,JIAWEI SUN,entity,PERSON,1
2c8b5062-76b9-4330-aadf-4e74f8c9a070,QIANYU GUO,entity,PERSON,1
f434bda4-6b32-410e-9c4f-03181cdb63e4,MENG WANG,entity,PERSON,1
ddee87e6-a83b-40ae-8564-f449a01ed168,HAOFEN WANG,entity,PERSON,1
cb5ac374-5044-4dfb-937a-a5e1d6612cbe,RSTAR-MATH,entity,MODEL,1
a0382475-2b0c-4d43-a7ff-f14a4920c1aa,MULTI-HOP QA DATASET,entity,DATASET,1
44d0942f-7175-4b86-8a13-d82ee9593205,ATLAS,entity,MODEL,1
66280169-6d64-4e06-be37-06a2cc71e410,ACTIVE RETRIEVAL AUGMENTED GENERATION,entity,TECHNIQUE,1
517541ee-e0c7-427f-aac9-0bfca0a4bbb8,FLASHRAG,entity,MODEL,1
c77dae9f-a803-4daf-ba7c-27e8458dcaf2,DENSE PASSAGE RETRIEVAL,entity,TECHNIQUE,1
7d5fb5d8-d9bc-4a45-b264-30688cd2b58c,LI LYNA ZHANG,entity,PERSON,1
c7ef38d0-8a84-40e9-88b6-1b15d734a78a,YIFEI LIU,entity,PERSON,1
86f08dfe-2a9c-432f-a364-232ca2f83a44,NING SHANG,entity,PERSON,1
a23828fc-092a-4e76-bdd8-9a95fdc93df5,YOURAN SUN,entity,PERSON,1
f466b652-079c-4df5-9fec-62603d0c4d61,YI ZHU,entity,PERSON,1
cadc7038-8ca4-42e2-9531-224a5cb92a23,FAN YANG,entity,PERSON,1
541c84cf-e0dc-4d95-8dcc-b2f0456b7e8e,MAO YANG,entity,PERSON,1
e2038aca-54ca-4cc6-8d4c-3b0b4b248ad8,SEBASTIAN HOFSTÄTTER,entity,PERSON,1
3c031990-420c-4ef9-adde-ca40f793259e,JIECAO CHEN,entity,PERSON,1
b9ef6d0e-a046-4abf-84a7-475202352acd,KARTHIK RAMAN,entity,PERSON,1
d4043839-a975-466f-a6b1-ecfe489a09b2,HAMED ZAMANI,entity,PERSON,1
cb1fa912-94f2-4c88-abd3-a00e7719f9b7,AARON HURST,entity,PERSON,1
f4b05b1c-ed7b-445c-b2e8-b4c8e511c233,ADAM LERER,entity,PERSON,1
ee50c76d-6d2f-498b-9a1d-b8fc4baec5be,ADAM P GOUCHER,entity,PERSON,1
d6f9acf0-1cc9-4257-a668-503bb372f094,ADAM PERELMAN,entity,PERSON,1
1adba53f-d26e-4688-864d-665118affb5f,ADITYA RAMESH,entity,PERSON,1
494707d3-6129-43e9-b851-88a354e7f74c,AIDAN CLARK,entity,PERSON,1
f740cc38-2243-4469-ac21-23d35e0156e0,AJ OSTROW,entity,PERSON,1
fa58ea67-45da-4f71-8bcc-82ea45f3fed8,AKILA WELIHINDA,entity,PERSON,1
6733465a-f6ae-47a2-9f4b-fda0f3b6f279,ALAN HAYES,entity,PERSON,1
dc6ca841-7caf-44d6-8168-37d631e3d986,ALEC RADFORD,entity,PERSON,1
18260960-9440-4690-b28b-231a7d86f586,GRAHAM NEUBIG,entity,PERSON,1
5d3de51f-aff7-426d-8cb5-c5812f75cb75,ZHENGBAO JIANG,entity,PERSON,1
a9221163-4347-4197-b8e0-ab9b6fe50f70,FRANK XU,entity,PERSON,1
f6885dea-813f-487d-94a0-8a59bbc85213,LUYU GAO,entity,PERSON,1
9b8c97b6-0bee-44ba-b063-8a48d99dacf2,ZHIQING SUN,entity,PERSON,1
b726b5f7-9d41-416b-8e33-715e31c2dc82,QIAN LIU,entity,PERSON,1
f89dca40-b5e8-4ee0-8f34-bea0be29bf38,JANE DWIVEDI-YU,entity,PERSON,1
b01c9430-3634-429d-85b3-7814a9ecbc1c,YIMING YANG,entity,PERSON,1
fad83313-f853-49fd-839a-592a1fcdbabd,JAMIE CALLAN,entity,PERSON,1
8226e40d-d822-4595-a639-f13518d6f4bc,MANDAR JOSHI,entity,PERSON,1
3931eb4d-9ed0-4b22-a226-9b49913918d4,EUNSOL CHOI,entity,PERSON,1
803b6a63-58a3-4159-9b13-97c2bfef7640,DANIEL WELD,entity,PERSON,1
3b2fc8cf-0d9d-48b6-8c69-5a5ab14f358e,LUKE ZETTLEMOYER,entity,PERSON,1
d914d9d3-ac09-4cf8-b7b1-1fd938d69b25,VLADIMIR KARPUKHIN,entity,PERSON,1
90a64e37-8618-4447-917e-d5a9a159f2ad,BARLAS OGUZ,entity,PERSON,1
9303084b-26ad-41ff-906a-53ae9288aa19,SEWON MIN,entity,PERSON,1
52378947-29d9-441f-b49e-23428793d3b3,PATRICK LEWIS,entity,PERSON,1
522aa229-62f5-4c9d-abe7-c0c22ea5468b,LEDELL WU,entity,PERSON,1
9395290c-1e6e-468d-850f-9d9c06925b51,SERGEY EDUNOV,entity,PERSON,1
f8156192-82c6-4469-898b-9ba0c41c4a14,DANQI CHEN,entity,PERSON,1
a16da2a5-a29f-4446-88de-55b8b6a31bc1,WEN-TAU YIH,entity,PERSON,1
f85ae05e-f65a-4365-8bb7-757326a50879,EDUNOV,entity,PERSON,1
a43cbfa8-6418-40b8-b3d3-f332141473a1,ASSOCIATION FOR COMPUTATIONAL LINGUISTICS,entity,ORGANIZATION,1
3f9d3d1e-fdcb-45c9-a21e-f2cfda827d21,EMNLP,entity,EVENT,1
8c0b01ed-7f2c-48e7-8632-ac73e921fac6,NATURAL QUESTIONS,entity,DATASET,1
5406e858-7e63-40e8-b9a9-73bfe191f60f,NEURIPS,entity,EVENT,1
ee9758a9-3b29-4c5b-9952-26a48079647d,SIGIR,entity,EVENT,1
44f1225c-58e1-44d2-9aaf-65522be89bca,FINE-TUNING LLAMA,entity,TECHNIQUE,1
68dac2b4-3ab8-4026-89b7-e64ccb95af7e,MULTI-TASK RETRIEVAL,entity,TECHNIQUE,1
5a95ed3d-10cb-4733-883b-f7faf71d6ee0,JIAJIE JIN,entity,PERSON,1
9d524af7-144e-4415-8694-34d5f55c5b5c,YUJIA ZHOU,entity,PERSON,1
0b420244-da13-4bb4-9b6f-8435bc17398e,YUYAO ZHANG,entity,PERSON,1
5c77b559-3fab-4b36-a568-17ca6eaab08f,PEITIAN ZHANG,entity,PERSON,1
ae0d9e1a-e770-426f-8ea1-445901e364ee,ZHICHENG DOU,entity,PERSON,1
d35cd16b-4115-4ad7-afb6-10434c29e156,ETHAN PEREZ,entity,PERSON,1
3a5326fa-ab34-4de6-956e-e8b6b8b7c48f,FABIO PETRONI,entity,PERSON,1
46c17612-cff8-4ee9-8215-7a9357e07d78,NAMAN GOYAL,entity,PERSON,1
aa3d6e41-890e-4d54-894c-8d59749c4ae1,HEINRICH KÜTTLER,entity,PERSON,1
f568984a-8f2a-49f2-b999-9e16ce538210,MIKE LEWIS,entity,PERSON,1
2e1fedfb-9891-48fd-98f1-412f04f8fbae,TIM ROCKTÄSCHEL,entity,PERSON,1
b390cff2-5ab7-4287-853e-bd00783d6ef7,SEBASTIAN RIEDEL,entity,PERSON,1
a4fe7d60-02f5-4796-8711-a5ad8a152ddd,DOUWE KIELA,entity,PERSON,1
02ff59ba-9274-4a4e-9251-2bb953779956,RAIA HADSELL,entity,PERSON,1
df4b65b3-b0fb-4f12-ab6b-66c997a7dff1,MARC'AURELIO RANZATO,entity,PERSON,1
ef749959-e3c3-40ad-8828-c8cb34a48b0f,GRACE HUI YANG,entity,PERSON,1
933d196e-302b-4c3a-98de-bdef29cfdaa6,HONGNING WANG,entity,PERSON,1
848b0d46-bd6a-4eb5-9c0b-ca87f0852034,SAM HAN,entity,PERSON,1
4d69cbe2-bc78-40d8-a5e2-5263057eadc6,CLAUDIA HAUFF,entity,PERSON,1
b98ac882-00c0-4ee4-aeaa-946d6ed34536,GUIDO ZUCCON,entity,PERSON,1
c63ecd15-345f-4470-93d5-b15745e0deb7,YI ZHANG,entity,PERSON,1
14d9af86-9538-48a3-85b8-fac84a364f5d,JEAN MAILLARD,entity,PERSON,1
0a9f5b02-d19d-4b83-9b3b-792caa18bc85,VESELIN STOYANOV,entity,PERSON,1
535e94d8-4924-4ee9-9379-3ddce0f911dd,GARGI GHOSH,entity,PERSON,1
620ff67e-85fb-45ee-91df-76324e4925b0,WEBGPT,entity,MODEL,1
77bc50b8-9136-477d-8a0b-be54aadb7f3b,LAMA,entity,MODEL,1
9bcddc23-a433-4683-8b8c-b77d48ffed21,RA-DIT,entity,MODEL,1
0f494d7f-a3d5-4c74-9e46-d7aef2e1c111,JEFF WU,entity,PERSON,1
3333d6d0-8b8f-40ed-9922-267214b0e35b,LONG OUYANG,entity,PERSON,1
f0d2df55-7c0e-4e70-9c72-735d4045c31d,CHRISTINA KIM,entity,PERSON,1
de37befe-1af8-41b0-bb45-d9441d5ed1f5,CHRISTOPHER HESSE,entity,PERSON,1
0bf1dae5-c41a-44dd-86c5-0a468af7f40c,SHANTANU JAIN,entity,PERSON,1
9be3a45b-4cff-473e-802a-5e5a9eb6ba55,VINEET KOSARAJU,entity,PERSON,1
95ba7152-6d82-4f8c-bce4-00b3e21a2b79,WILLIAM SAUNDERS,entity,PERSON,1
cae8f96f-0e42-454f-9954-f3257de47b00,ALEKSANDRA PIKTUS,entity,PERSON,1
49648316-67e1-401e-b23b-d67a6c23962e,ANGELA FAN,entity,PERSON,1
aa3803c7-47ac-4dc7-8a18-5bb0302b876f,MAJID YAZDANI,entity,PERSON,1
a4a03741-f3c4-4f9c-8465-322609b4f251,NICOLA DE CAO,entity,PERSON,1
0bd3f0dd-a3ff-49cf-b5e0-36a2ebdaa34d,JAMES THORNE,entity,PERSON,1
2ce09d4d-5e5d-48a9-a0d1-550d26250727,YACINE JERNITE,entity,PERSON,1
5789a26d-0069-43bd-9fc8-8f7b800914d1,VASSILIS PLACHOURAS,entity,PERSON,1
1a083afa-0ff2-437b-abc2-0b3c2cb080d8,NOAH SMITH,entity,PERSON,1
b319e2c8-8d86-46bf-83a6-88973aa8a793,SQUAD,entity,DATASET,1
9ad94f64-fe68-4763-9a31-bacc8e6b4ada,PRANAV RAJPURKAR,entity,PERSON,1
1c25414e-4cd9-4210-9aaa-8f4a2c51b2a0,JIAN ZHANG,entity,PERSON,1
bcba746d-d4f0-4763-9567-7418e241f823,KONSTANTIN LOPYREV,entity,PERSON,1
10d86e5b-496e-48d3-9176-d086f5c26949,PERCY LIANG,entity,PERSON,1
1a7e1d24-a015-4183-bb93-ee072b32e4e9,ZHIHONG SHAO,entity,PERSON,1
6bde2a14-dd4d-405c-b11c-1f1f8f2af402,YEYUN GONG,entity,PERSON,1
0b745412-2a60-460c-9a53-6c9be9c08425,YELONG SHEN,entity,PERSON,1
b2004929-3eff-412e-a7a1-687270f53f22,MINLIE HUANG,entity,PERSON,1
fe6f1c16-d11c-48ed-b7bc-59c4d8ad8750,NAN DUAN,entity,PERSON,1
17fade61-1882-4a4e-b228-2a6cd1181529,WEIZHU CHEN,entity,PERSON,1
4201c6e0-f4ca-4f8e-923c-3368b872e730,GEMINI TEAM,entity,ORGANIZATION,1
567c64e7-a877-4de7-948b-7938106cd0fe,PETKO GEORGIEV,entity,PERSON,1
832740d5-6311-4d7a-a2c0-cd7daf533c55,VING IAN LEI,entity,PERSON,1
faa7944d-49c2-481c-8196-a81fdb7dbc6f,RYAN BURNELL,entity,PERSON,1
c13dfa73-5c9c-49a8-8658-d0a6b1cd5512,LIBIN BAI,entity,PERSON,1
762de9c4-e570-49f1-aff6-19c5d8ebb25d,ANMOL GULATI,entity,PERSON,1
82f65b5f-77a5-42b9-bcfd-5adf334f240f,GARRETT TANZER,entity,PERSON,1
dbbde0aa-dfc7-4972-b423-f21ab028fa1c,DAMIEN VINCENT,entity,PERSON,1
6f28ea67-b1d1-405c-a066-a703df754447,ZHUFENG PAN,entity,PERSON,1
c08e277d-420a-4d57-a6c6-dab28d085aca,SHIBO WANG,entity,PERSON,1
978d703c-7d9a-454b-b526-b980ad989fcf,MEASURING AND NARROWING THE COMPOSITIONALITY GAP,entity,EVENT,1
f7503961-752c-4e00-ad34-29b4b065cb74,ENHANCING RETRIEVAL-AUGMENTED LARGE LANGUAGE MODELS,entity,EVENT,1
b1ade9e2-30cc-47fb-9428-39f15aa4278f,GEMINI 1.5,entity,MODEL,1
82dbed9c-dbfa-4a7c-8979-58102c97f334,MULTIHOP QUESTIONS VIA SINGLE-HOP QUESTION COMPOSITION,entity,EVENT,1
87a4db30-37ee-43ad-8286-5ba1341d8130,INTERLEAVING RETRIEVAL WITH CHAIN-OF-THOUGHT REASONING,entity,EVENT,1
9086075a-ebd8-4f3e-8612-2a3cd81f4145,TEXT EMBEDDINGS BY WEAKLY-SUPERVISED CONTRASTIVE PRE-TRAINING,entity,EVENT,1
e692d6bf-3468-4325-87ef-7fb067095d52,IMPROVING TEXT EMBEDDINGS WITH LARGE LANGUAGE MODELS,entity,EVENT,1
6b952853-66cc-4573-ba8c-38cd6b8a5387,LIANG WANG,entity,PERSON,1
16a44cde-ceaf-4016-ba59-b7b0d1e7818b,NAN YANG,entity,PERSON,1
efb3fa9c-e19a-4606-87d2-656c9a0bb782,XIAOLONG HUANG,entity,PERSON,1
8ea1118a-b690-4c84-8454-51afba3d00e2,LINJUN YANG,entity,PERSON,1
0fcc40c0-2f79-4e7a-9e0e-431a013a897c,RANGAN MAJUMDER,entity,PERSON,1
e257c5ac-e291-49ac-887d-c237e7e27089,FURU WEI,entity,PERSON,1
e3699806-60bc-498c-8021-1653af9036d1,JASON WEI,entity,PERSON,1
04996160-9636-4562-bab5-1d4e236d19a2,XUEZHI WANG,entity,PERSON,1
c1b765e9-8d22-4324-8a3c-29235c527c2a,DALE SCHUURMANS,entity,PERSON,1
af80ec43-415f-4bde-990f-380e092ae777,MAARTEN BOSMA,entity,PERSON,1
a1f2487a-0c86-4293-882c-7a5a3ac0d229,BRIAN ICHTER,entity,PERSON,1
dd81dd0f-b479-4693-bead-48848b241c40,FEI XIA,entity,PERSON,1
8e58d113-8127-4f32-8fea-f0b57fe6702b,ED H. CHI,entity,PERSON,1
762f112d-0b3f-4150-b0cd-eb6c93ae963b,QUOC V. LE,entity,PERSON,1
9eba9149-2562-4763-b2ed-35007a130da3,DENNY ZHOU,entity,PERSON,1
5395d9b1-3a9d-4010-84b5-0bf299fc7082,QWEN2,entity,MODEL,1
b61928d8-293a-4975-a762-7413117c13f2,NEURIPS 2022,entity,EVENT,1
4af15675-e6fc-4cc6-847f-aee219b7e184,NEURIPS 2023,entity,EVENT,1
00aafe91-5fd2-41d7-93dd-e7d7e1e57824,DIAN YU,entity,PERSON,1
a90a31fc-a12f-475e-9a14-dc86bfaf81ca,JEFFREY ZHAO,entity,PERSON,1
ac0e9774-64fd-46f2-94d6-0329047ac73c,IZHAK SHAFRAN,entity,PERSON,1
068e21de-4d0c-4a71-a0dc-b447e40f69ce,TOM GRIFFITHS,entity,PERSON,1
2c777a4e-75b0-490c-8451-14cfd25320e7,YUAN CAO,entity,PERSON,1
ea2dc0b0-3b57-4633-a06c-8205627ba6f7,KARTHIK NARASIMHAN,entity,PERSON,1
fd3f4fe3-0bfd-4448-8cb2-3f84cc0eb656,ZHENRUI YUE,entity,PERSON,1
9ba2249d-b99c-402e-a4dd-3878791271fc,HONGLEI ZHUANG,entity,PERSON,1
45132bc3-3edf-4d47-a42b-4b9a5fd4521d,AIJUN BAI,entity,PERSON,1
2dbcd31f-8b50-4308-867e-dc625c3c8d94,KAI HUI,entity,PERSON,1
bff9b8ab-bd8e-47d3-a031-ff235641277d,ROLF JAGERMAN,entity,PERSON,1
643ce8c8-9dbf-485c-aeab-6ecbeeffdee0,HANSI ZENG,entity,PERSON,1
5feb6111-105f-4917-b9ec-d5406695653f,ZHEN QIN,entity,PERSON,1
ac9a426f-7728-4db9-919d-b2f66f758057,DONG WANG,entity,PERSON,1
3f56f6dd-dc85-417e-a4b6-adb3154a84c5,XUANHUI WANG,entity,PERSON,1
8c2b34c6-96e5-4c68-9411-7575cdba26a7,MICHAEL BENDERSKY,entity,PERSON,1
cd70b1c8-b63d-4e5f-b220-82cc0ba0e149,MULTI-HOP QA TRAINING,entity,EVENT,1
81bcc95d-660c-4dd7-a430-d260fff489c3,T-REX,entity,DATASET,1
101962af-ff95-4825-9ac6-54daa8e5f5ac,ZERO-SHOT RE,entity,DATASET,1
33d0f551-26a4-45ca-b9ac-37b23f064e9d,BLINK,entity,DATASET,1
165872e2-5bd3-42d0-81c1-645e3b86f78c,LLAMA-3-8B-BASE,entity,MODEL,1
46d3c077-9cc6-4002-8090-2eea614a9e3f,RANKLLAMA,entity,MODEL,1
067f0660-45c5-41ec-86ad-28810ed8996f,MULTI-HOP QA,entity,EVENT,1
2a8bd9c3-a968-4dd8-a85f-dd6be8eae6ff,KILT LEADERBOARD,entity,EVENT,1
c555a8f3-7675-4d38-a504-3333d5673cfa,EM,entity,METRIC,1
4e54ea8c-0132-4530-b471-2509bbee7037,SAMPLE RATIO,entity,PARAMETER,1
28e4fa7a-870f-4dd2-ad36-fda0ce7d2921,TEMPERATURE,entity,PARAMETER,1
881ec324-ba20-4204-aefc-eb3db9e071b0,KILT TRAINING SET,entity,DATASET,1
626492c5-0444-4019-8c99-6b1ab136dab0,CO-RAG,entity,MODEL,1
a614f36e-17cb-4cea-a468-51b630859c10,TRAINING LOSS,entity,METRIC,1
53957135-aebc-4f4d-baad-e040ba9a9685,MATHEW THOMAS REHWOLDT,entity,PERSON,1
3cb2f14f-62d6-4a79-9121-2fd7af22fb8d,WWE,entity,ORGANIZATION,1
a1e36695-8a4a-46e0-888e-dd7a3703ec43,JOHAN MJÄLLBY,entity,PERSON,1
f1f7feca-9c92-4df3-908d-eb69046ff92c,NEIL LENNON,entity,PERSON,1
6fe3e369-5ff4-4149-96d1-fac8213b2fe6,THOMAS PARKER SANBORN,entity,PERSON,1
77bf0f66-f4e3-4a85-b138-8fd4127cf5a2,GEORGE SANTAYANA,entity,PERSON,1
626ba683-b3eb-4890-83db-3f3fb0c93653,EMILY BRONTË,entity,PERSON,1
613d1a9e-ce7b-4530-ac01-1a3efef111f2,SPAIN,entity,GEO,1
5acab6c3-fd24-41ad-8757-783a0cddc3eb,UNIVERSITY OF NEW HAMPSHIRE,entity,ORGANIZATION,1
e4d42ec8-56d1-40d6-a66b-481d2e844a40,STONY BROOK UNIVERSITY,entity,ORGANIZATION,1
1054eff0-b913-4d34-a1a6-88241dbe6827,SUB-QUERY GENERATION,entity,TECHNIQUE,1
5b8b2d58-3baa-4500-bd28-36f906643764,INTERMEDIATE ANSWER GENERATION,entity,TECHNIQUE,1
8c28c5c3-10d0-4153-8c31-d2d79f55e137,FINAL ANSWER GENERATION,entity,TECHNIQUE,1
11669edd-9f78-4622-967b-09db2c81d5e6,LEARNING TO STOP,entity,TECHNIQUE,1
88d70f57-051a-4ec6-a599-bc7bdff52e0d,STONY BROOK,entity,GEO,1
a88a6526-916b-47e7-ad9e-ba9409fcaf41,NEW HAMPSHIRE,entity,GEO,1
7dc19d31-4f6e-48b4-a11c-6718591bf176,NEW YORK,entity,GEO,1
9ed73c3fa03f83895a135beea0b9167417e1259afd8d6a2995037542ed2b04b6c11d37acdfa4bd0c280f586919f89c51a6bab22295153fd5f74f0faaccffd271,"<missing-text>

The Ultimate Guide to Fine-Tuning LLMs from Basics to Breakthroughs: An Exhaustive Review of Technologies, Research, Best Practices, Applied Research Challenges and Opportunities

(Version 1.1)

Venkatesh Balavadhani Parthasarathy, Ahtsham Zafar, Aafaq Khan, and Arsalan Shahid

@ CeADAR Connect Group

CeADAR: Ireland's Centre for AI, University College Dublin, Belfield, Dublin, Ireland { venkatesh.parthasarathy, ahtsham.zafar, aafaq.khan, arsalan.shahid } @ ucd.ie

Abstract

This technical report thoroughly examines the process of fine-tuning Large Language Models (LLMs), integrating theoretical insights and practical applications. It begins by tracing the historical development of LLMs, emphasising their evolution from traditional Natural Language Processing (NLP) models and their pivotal role in modern AI systems. The analysis differentiates between various fine-tuning methodologies, including supervised, unsupervised, and instruction-based approaches, underscoring their respective implications for specific tasks.

A structured seven-stage pipeline for LLM fine-tuning is introduced, covering the complete lifecycle from data preparation to model deployment. Key considerations include data collection strategies, handling of imbalanced datasets, model initialisation, and optimisation techniques, with a particular focus on hyperparameter tuning. The report also highlights parameter-efficient fine-tuning methods such as Low-Rank Adaptation (LoRA) and Half Fine-Tuning, which balance resource constraints with optimal model performance.

The exploration extends to advanced fine-tuning techniques and configurations like memory finetuning, Mixture of Experts (MoE) and Mixture of Agents (MoA), demonstrating how these methods harness specialised networks and multi-agent collaboration for improved outcomes. Proximal Policy Optimisation (PPO) and Direct Preference Optimisation (DPO) are discussed as innovative approaches to aligning models with human preferences, while the benefits of pruning and routing optimisations are examined for enhancing efficiency.

In the latter sections, the report delves into validation frameworks, post-deployment monitoring, and optimisation techniques for inference. It also addresses the deployment of LLMs on distributed and cloud-based platforms. Additionally, cutting-edge topics such as multimodal LLMs and fine-tuning for audio and speech processing are covered, alongside emerging challenges related to scalability, privacy, and accountability.

This report aims to serve as a comprehensive guide for researchers and practitioners, offering actionable insights into fine-tuning LLMs while navigating the challenges and opportunities inherent in this rapidly evolving field.

Contents

<missing-text>

<missing-text>

<missing-text>

<missing-text>

<missing-text>

Chapter 1

Introduction

1.1 Background of Large Language Models (LLMs)

Large Language Models (LLMs) represent a significant leap in computational systems capable of understanding and generating human language. Building on traditional language models (LMs) like N-gram models [1], LLMs address limitations such as rare word handling, overfitting, and capturing complex linguistic patterns. Notable examples, such as GPT-3 and GPT-4 [2], leverage the self-attention mechanism within Transformer architectures to efficiently manage sequential data and understand long-range dependencies. Key advancements include in-context learning for generating coherent text from prompts and Reinforcement Learning from Human Feedback (RLHF) [3] for refining models using human responses. Techniques like prompt engineering, question-answering, and conversational interactions have significantly advanced the field of natural language processing (NLP) [4].

1.2 Historical Development and Key Milestones

Language models are fundamental to natural language processing (NLP), leveraging mathematical techniques to generalise linguistic rules and knowledge for tasks involving prediction and generation. Over several decades, language modelling has evolved from early statistical language models (SLMs) to today's advanced large language models (LLMs). This rapid advancement has enabled LLMs to process, comprehend, and generate text at a level comparable to human capabilities [5, 6].

Figure 1.1 shows the evolution of large language models from early statistical approaches to current advanced models.

1.3 Evolution from Traditional NLP Models to State-of-the-Art LLMs

Understanding LLMs requires tracing the development of language models through stages such as Statistical Language Models (SLMs), Neural Language Models (NLMs), Pre-trained Language Models (PLMs), and LLMs.

1.3.1 Statistical Language Models (SLMs)

Emerging in the 1990s, SLMs analyse natural language using probabilistic methods to determine the likelihood of sentences within texts. For instance, the probability P ( S ) of the sentence 'I am very happy' is given by:

P ( S ) = P ( ω 1 , ω 2 , ω 3 , ω 4 ) = P (I , am , very , happy) (1.1)

This probability can be calculated using conditional probabilities:

P (I , am , very , happy) = P (I) · P (am | I) · P (very | I , am) · P (happy | I , am , very) (1.2)

Conditional probabilities are estimated using Maximum Likelihood Estimation (MLE):

<missing-text>

P ( ω i | ω 1 ω 2 · · · ω i -1 ) = C ( ω 1 ω 2 · · · ω i ) C ( ω 1 ω 2 · · · ω i -1 ) (1.3)

1.3.2 Neural Language Models (NLMs)

NLMs leverage neural networks to predict word sequences, overcoming SLM limitations. Word vectors enable computers to understand word meanings",chunk,,1
adb58fb2ac4dc2e636420a23765cd5f718dd4f88e00555d7aa84533fc852b568bd9b80d652ce717022631ce0aeb9d9b625d6d8020e55b7eb40d912c43dc13616," ω i | ω 1 ω 2 · · · ω i -1 ) = C ( ω 1 ω 2 · · · ω i ) C ( ω 1 ω 2 · · · ω i -1 ) (1.3)

1.3.2 Neural Language Models (NLMs)

NLMs leverage neural networks to predict word sequences, overcoming SLM limitations. Word vectors enable computers to understand word meanings. Tools like Word2Vec [7] represent words in a vector space where semantic relationships are reflected in vector angles. NLMs consist of interconnected neurons organised into layers, resembling the human brain's structure. The input layer concatenates word vectors, the hidden layer applies a non-linear activation function, and the output layer predicts subsequent words using the Softmax function to transform values into a probability distribution.

Figure 1.2 illustrates the structure of Neural Language Models, highlighting the layers and connections used to predict subsequent words.

1.3.3 Pre-trained Language Models (PLMs)

PLMs are initially trained on extensive volumes of unlabelled text to understand fundamental language structures (pre-training). They are then fine-tuned on a smaller, task-specific dataset. This 'pre-training and fine-tuning' paradigm, exemplified by GPT-2 [8] and BERT [9], has led to diverse and effective model architectures.

1.3.4 Large Language Models (LLMs)

LLMs like GPT-3, GPT-4, PaLM [10], and LLaMA [11] are trained on massive text corpora with tens of billions of parameters. LLMs undergo a two-stage process: initial pre-training on a vast corpus followed

<missing-text>

by alignment with human values. This approach enables LLMs to understand human commands and values better.

1.4 Overview of Current Leading LLMs

LLMs are powerful tools in NLP, capable of performing tasks such as translation, summarisation, and conversational interaction. Advances in transformer architectures, computational power, and extensive datasets have driven their success. These models approximate human-level performance, making them invaluable for research and practical implementations. LLMs' rapid development has spurred research into architectural innovations, training strategies, extending context lengths, fine-tuning techniques, and integrating multi-modal data. Their applications extend beyond NLP, aiding in human-robot interactions and creating intuitive AI systems. This highlights the importance of comprehensive reviews consolidating the latest developments [12].

Figure 1.3 provides an overview of current leading LLMs, highlighting their capabilities and applications.

1.5 What is Fine-Tuning?

Fine-tuning uses a pre-trained model, such as OpenAI's GPT series, as a foundation. The process involves further training on a smaller, domain-specific dataset. This approach builds upon the model's pre-existing knowledge, enhancing performance on specific tasks with reduced data and computational requirements.

Fine-tuning transfers the pre-trained model's learned patterns and features to new tasks, improving performance and reducing training data needs. It has become popular in NLP for tasks like text classification, sentiment analysis, and question-answering.

<missing-text>

1.6 Types of LLM Fine-Tuning

1.6.1 Unsupervised Fine-Tuning

This method does not require labelled data. Instead, the LLM is exposed to a large corpus of unlabelled text from the target domain, refining its understanding of language. This approach is useful for new domains like legal or medical fields but is less precise for specific tasks such as classification or summarisation.

1.6.2 Supervised Fine-Tuning (SFT)

SFT involves providing the LLM with labelled data tailored to the target task. For example, fine-tuning an LLM for text classification in a business context uses a dataset of text snippets with class labels. While effective, this method requires substantial labelled data, which can be costly and time-consuming to obtain.

1.6.3 Instruction Fine-Tuning via Prompt Engineering

This method relies on providing the LLM with natural language instructions, useful for creating specialised assistants. It reduces the need for vast amounts of labelled data but depends heavily on the quality of the prompts.

1.7 Pre-training vs Fine-tuning

Table 1.1 provides a comparison between pre-training and fine-tuning, highlighting their respective characteristics and processes.

<missing-text>

1.8 Importance of Fine-Tuning LLMs

 1. Transfer Learning: Fine-tuning leverages the knowledge acquired during pre-training, adapting it to specific tasks with reduced computation time and resources.

 2. Reduced Data Requirements: Fine-tuning requires less labelled data, focusing on tailoring pre-trained features to the target task.

 3. Improved Generalisation: Fine-tuning enhances the model's ability to generalise to specific tasks or domains, capturing general language features and customising them.

 4. Efficient Model Deployment: Fine-tuned models are more efficient for real-world applications, being computationally efficient and well-suited for specific tasks.

 5. Adaptability to Various Tasks: Fine-tuned LLMs can adapt to a broad range of tasks, performing well across various applications without task-specific architectures.

 6. Domain-Specific Performance: Fine-tuning allows models to excel in domain-specific tasks by adjusting to the nuances and vocabulary of the target domain.

 7. Faster Convergence: Fine-tuning usually achieves faster convergence, starting with weights that already capture general language features.

1.9 Retrieval Augmented Generation (RAG)

A popular method to utilise your own data is by incorporating it into the prompt when querying the LLM model. This approach, known as Retrieval-Augmented Generation (RAG), involves retrieving relevant data and using it as additional context for the LLM. Instead of depending solely on knowledge from the training data",chunk,,1
